channelId,name,englishName,affiliation,group,subscriptionCount,videoCount,photo
UCGEMpMpll4otCdnnxQ9paFg,sakuyui ch / さくゆいちゃんねる,SakaYui,Nijisanji,Collab,88800,4,https://yt3.ggpht.com/ZtCG3YcqPbzlesqmIxhWk_igY5InoEHMzzFEYU4lH_EQXgNAWvauojYSTYRNA5eaZwyCYjOG_g=s800-c-k-c0x00ffffff-no-rj
UCz6vnIbgiqFT9xUcD6Bp65Q,ChroNoiR,ChroNoiR,Nijisanji,Collab,483000,57,https://yt3.ggpht.com/ytc/AKedOLTtJD5OFlqRWwkKsCcle_W1RtdIGDVHAi2TRzsu=s800-c-k-c0x00ffffff-no-rj
UCdCczCYPOeP5hTfbx6tzz_A,Char Ch. 星乃シャロ【Tsunderia】,Hoshino Char,Tsunderia,Generation 0,30100,118,https://yt3.ggpht.com/1qO_41GEa-PdR1BtAs7GuD_CdKil_xIBUnwhS0PzQSFXwaI27ABMIntGpH6W1YiD-beGEfJ8DFY=s800-c-k-c0x00ffffff-no-rj
UCdrQWcX7XLDSUEh9SAxnyBg,Purin ch. 犬養プリン 【Tsunderia】,Inukai Purin,Tsunderia,Generation 0,32400,177,https://yt3.ggpht.com/scPqSFZbPBJpzkhEXUq8Hd4yCrfnzW4lEDmAzA9APCj8pthB03JpfOpoyKsoxi6khvry1N6pYw=s800-c-k-c0x00ffffff-no-rj
UCGNxKTqNK3GMjgvgUixJroQ,Urara Ch. 海牛うらら 【Tsunderia】,Umiushi Urara,Tsunderia,Generation 0,6610,53,https://yt3.ggpht.com/lMhQqFQaUzy1RTvfu7xcYvCYuThhyagEo_iXvq4VSAzU6iuvQHtRnoKsHemlw73vJxCKN2kb-Q=s800-c-k-c0x00ffffff-no-rj
UC8CKGSvp9bRfmtWyfV5L9Jw,Yuuna Ch. ににゆーな 【Tsunderia】,Nini Yuuna,Tsunderia,Generation 1,17000,81,https://yt3.ggpht.com/K09NNfvEfBWfyNqMdg3kQEcteGYCr8sqOpupn0oSkmV7lzLCe8CnbgPH5pm1LS-Y_s7A4o8Lmg=s800-c-k-c0x00ffffff-no-rj
UCbTkauz77OIO9KE5YcAKPlg,Kallin Ch. 夜咲カリン 【Tsunderia】,Yazaki Kallin,Tsunderia,Generation 1,10000,131,https://yt3.ggpht.com/B1n-AoYs7jXC127fyKAP8X5ny3TYb8tF8nA_ph1sAbtQb11355XWrIY1hMdyj-X5HJ9JhZSj=s800-c-k-c0x00ffffff-no-rj
UCIJ6TGsTcBlYGUj-zbL60EQ,Meruru Ch. 末路める【Tsunderia】,Matsuro Meru,Tsunderia,Generation 1,10100,159,https://yt3.ggpht.com/N4kyEb4Bo7vpvIRgOYEYEZjwmizUbJBxCFJo98U2roXVZk5RU3-SZ9-Lq3DW-uLfjVtyP3Ca=s800-c-k-c0x00ffffff-no-rj
UCyKsg-57XC9pyHbP7v3kCPQ,Miori Ch. ミオリ・セレスタ 【Tsunderia】,Miori Celesta,Tsunderia,Generation 1,198000,277,https://yt3.ggpht.com/wWe-Gu7jH1gpJJFR4n_9LWVeC3ohD_IAPtyXvEaEqmfbNh7IjGrSdzkiKpEnQn6UIQYrEeZZhg=s800-c-k-c0x00ffffff-no-rj
UC1CfXB_kRs3C-zaeTG3oGyg,HAACHAMA Ch 赤井はあと,Akai Haato,Hololive,1st Generation,1350000,745,https://yt3.ggpht.com/rNj6bichsOoUjA2N9iXWxInEt9Y2Fo5fhG4S8oR17ip8ouCu_7wmX3PnQxt6OP6Rd9OlYXYcmw=s800-c-k-c0x00ffffff-no-rj
UCD8HOxPs4Xvsm8H0ZxXGiBw,Mel Channel 夜空メルチャンネル,Yozora Mel,Hololive,1st Generation,703000,289,https://yt3.ggpht.com/lj909MK0P40YuGurbNswbYSywUkDi_7cwpLDzSzRb4R82VKopTGw_zERnZZeFPgrSC6_N6bKbDU=s800-c-k-c0x00ffffff-no-rj
UCdn5BQ06XqgXoAxIhbqw5Rg,フブキCh。白上フブキ,Shirakami Fubuki,Hololive,1st Generation,1870000,1432,https://yt3.ggpht.com/ytc/AKedOLQdiN_0b5mfCHcwmIbRZKvpwowneYzu9xL0oCBBMw=s800-c-k-c0x00ffffff-no-rj
UCFTLzh12_nrtzqBPsTCqenA,アキロゼCh。Vtuber/ホロライブ所属,Aki Rosenthal,Hololive,1st Generation,662000,548,https://yt3.ggpht.com/ytc/AKedOLS57LOo-VajYzEWa_OfnI8CuAgXTXCrXxwcINVqOg=s800-c-k-c0x00ffffff-no-rj
UCQ0UDLQCjY0rmuxCDE38FGg,Matsuri Channel 夏色まつり,Natsuiro Matsuri,Hololive,1st Generation,1230000,716,https://yt3.ggpht.com/ytc/AKedOLSNQXD5ugR_J9CwxVy4cMcmWR0tdSZmYl2S7NDeOg=s800-c-k-c0x00ffffff-no-rj
UCHj_mh57PVMXhAUDphUQDFA,HAACHAMA DARKWEB CH,Akai Haato (Sub),Hololive,1st Generation,205000,14,https://yt3.ggpht.com/0aanUg5Kw0OhrZaslpEHEfRbR1Tv7n0gc-NsQHaztVp9eiOD2FcRBc4AliIPzvKWzSDOGQcqNmo=s800-c-k-c0x00ffffff-no-rj
UCLbtM3JZfRTg8v2KGag-RMw,AkiRose Ch.アキ・ローゼンタールSub,Aki Rosenthal (Sub),Hololive,1st Generation,177000,0,https://yt3.ggpht.com/ytc/AKedOLSJriRU-jBxQ6COzOBpZeMo2jefXzLh_qKWVq-I=s800-c-k-c0x00ffffff-no-rj
UC8yXRB_jKDeapwQak2i30EA,Hanabi ch. 雨街はなび 【Tsunderia】,Amemachi Hanabi,Tsunderia,Generation 2,4310,72,https://yt3.ggpht.com/X7rN9PsC3bwHC7-DPg91rY2fyHbNvDX323xbAEAdoEBuhO6kr7fF9KiXULHn7Wc1LUCbF1TElwM=s800-c-k-c0x00ffffff-no-rj
UCxN7pUZzXmMOuost2oRCHUw,Orla Ch. 【Tsunderia】,Orla Gan Ceann,Tsunderia,Generation 2,3690,111,https://yt3.ggpht.com/zN9XG3dNlbor22BYl24QRDqeZ-kSlqG8_HW_PvDvqyBJTPxdlDvhOKVcQ-OeyR_UXdiq4EkuXQ=s800-c-k-c0x00ffffff-no-rj
UC1opHUrw8rvnsadT-iGp7Cg,Aqua Ch. 湊あくあ,Minato Aqua,Hololive,2nd Generation,1570000,432,https://yt3.ggpht.com/ytc/AKedOLT8eMK0R-4YoVFyKUt3r6jqZA4uq9cHf1hyVv-Oyg=s800-c-k-c0x00ffffff-no-rj
UC1suqwovbL1kzsoaZgFZLKg,Choco Ch. 癒月ちょこ,Yuzuki Choco,Hololive,2nd Generation,851000,434,https://yt3.ggpht.com/ytc/AKedOLQQWlPXEl3Yt1ISaGW7m1dVtuzJ5P0wBjSg5zG41g=s800-c-k-c0x00ffffff-no-rj
UC7fk0CB07ly8oSl0aqKkqFg,Nakiri Ayame Ch. 百鬼あやめ,Nakiri Ayame,Hololive,2nd Generation,1250000,206,https://yt3.ggpht.com/XDGhKwPZcT16Ppg2gQmLHEIYRhw9sY4rqG0HWbeCH68LHkhlVQrrFgxd5hWUuMb2nLfDOhu6=s800-c-k-c0x00ffffff-no-rj
UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,Oozora Subaru,Hololive,2nd Generation,1290000,590,https://yt3.ggpht.com/ytc/AKedOLTvmlGMQcpO8IoSpj0iScUs0dPZHvNtj1C7ZQjHbg=s800-c-k-c0x00ffffff-no-rj
UCXTpFs_3PqI41qX2d9tL2Rw,Shion Ch. 紫咲シオン,Murasaki Shion,Hololive,2nd Generation,993000,424,https://yt3.ggpht.com/AyUL9W0ltc_aJr_MysuZBx8hRfb1SIVNREgU9kiOO-lqmdhYkEsllmhagertVIwHwa3UAAKy=s800-c-k-c0x00ffffff-no-rj
UCp3tgHXw_HI0QMk1K8qh3gQ,Choco subCh. 癒月ちょこ,Choco Sub Channel,Hololive,2nd Generation,295000,56,https://yt3.ggpht.com/ytc/AKedOLT8t9_USgt289gErw3cmDEHmTXkXEhs6VAabZSf=s800-c-k-c0x00ffffff-no-rj
UChAnqc_AY5_I3Px5dig3X1Q,Korone Ch. 戌神ころね,Inugami Korone,Hololive,GAMERS,1790000,521,https://yt3.ggpht.com/ytc/AKedOLTGCZfOdpj8vnNV4hbPvxJrlbERhgBWnBrWKbS5WQ=s800-c-k-c0x00ffffff-no-rj
UCp-5t9SrOQwXMU7iIjQfARg,Mio Channel 大神ミオ,Ookami Mio,Hololive,GAMERS,968000,479,https://yt3.ggpht.com/Z78RNXxUqpOGYKFt-VrJV7nlehOHzl7Ta-l1cgPx5Ewucmr5kY64iGxmPSe7QqIdM1ZhvPlEOg=s800-c-k-c0x00ffffff-no-rj
UCvaTdHTWBGv3MKj3KVqJVCw,Okayu Ch. 猫又おかゆ,Nekomata Okayu,Hololive,GAMERS,1350000,544,https://yt3.ggpht.com/ytc/AKedOLTBrp9cAeaFT4Yq9DVne54QYANyrhNv8Kd6NR7N7w=s800-c-k-c0x00ffffff-no-rj
UCALvlEyjxjF5jnheSl0oSxw,Kazune Ch. 徹夜和音 【Tsunderia】,Tetsuya Kazune,Tsunderia,Generation 3,3850,104,https://yt3.ggpht.com/aj7JtUWBJPidJKg3KSBXQ7rnLg1aYg1x5G9elBnYj0PWefrWEGOlgXDKVZT0E6tdjKoqhdLFTQ=s800-c-k-c0x00ffffff-no-rj
UCdureux7B_V-xhM7tYImASQ,Lisa Ch. 近藤リサ 【Tsunderia】,Chikafuji Lisa,Tsunderia,Generation 3,12700,107,https://yt3.ggpht.com/y7lP--RoPjQ1TCGfkcbXp2HPZSRlq-JPN6iy0hxbyUUzbt6bvwxAs8qRgD8EXUemZVBBV9RoEQ=s800-c-k-c0x00ffffff-no-rj
UCNUS0XshN1Tf7iLdd0MpPAg,Nen Ch. 弦稀ネン 【Tsunderia】,Tsurugi Nen,Tsunderia,Generation 3,3540,67,https://yt3.ggpht.com/tOTwlsZuhmEVHDSe58Gl1LFqU7Tv8iNdfUYEUBPiusnrqXEwt1T_lUR_7cavzWzKEB_tJJcX=s800-c-k-c0x00ffffff-no-rj
UCrJWs9LeZ0LcnHfRxi8OKPQ,Tomoya Ch. 卯月トモヤ【Tsunderia】,Uzuki Tomoya,Tsunderia,Generation 3,6950,95,https://yt3.ggpht.com/h1zo_a1jH1dSzn3tZkWFSb-VWzkzcGDaXNNuhXsg1ZXfqZv85UUSwYQAOvPwTHxtW56WhbbyQg=s800-c-k-c0x00ffffff-no-rj
UCykMWf8B8I7c_jA8FTy2tGw,Amiya Ch. アミヤ・アラニャ【Tsunderia】,Amiya Aranha,Tsunderia,Generation 3,5960,138,https://yt3.ggpht.com/91Fqx3Xut4jaSefCeiDLVGQDSdkWAvt5jA8ejzT18EztYTppy29JNzpa7G-KThC8TzuAmlKBQcs=s800-c-k-c0x00ffffff-no-rj
UC1DCedRgGHBdm81E1llLhOQ,Pekora Ch. 兎田ぺこら,Usada Pekora,Hololive,3rd Generation,1910000,893,https://yt3.ggpht.com/ytc/AKedOLQQK7jpsudTTDO1JA4mnwyUCCDY5YSzxQrmNEeb7Q=s800-c-k-c0x00ffffff-no-rj
UCCzUftO8KOVkV4wQG1vkUvg,Marine Ch. 宝鐘マリン,Houshou Marine,Hololive,3rd Generation,1870000,726,https://yt3.ggpht.com/ytc/AKedOLSM7GhkxA3mNjSi4SWV62Hq7PjM2epq2Br1xGsZDw=s800-c-k-c0x00ffffff-no-rj
UCdyqAaZDKHXg4Ahi7VENThQ,Noel Ch. 白銀ノエル,Shirogane Noel,Hololive,3rd Generation,1460000,615,https://yt3.ggpht.com/ytc/AKedOLQW7DXGL_nPlEiuqvHzJBiSZKiS5VKqrxzvKHLL9A=s800-c-k-c0x00ffffff-no-rj
UCvInZx9h3jC2JzsIzoOebWg,Flare Ch. 不知火フレア,Shiranui Flare,Hololive,3rd Generation,872000,822,https://yt3.ggpht.com/d9aIrGtZR0eI4k1Wnev5f_R4llIBsWnQOjkdsqkMycoAxA3g_zz-jyeBl8tEHfbm1iTg0SJj=s800-c-k-c0x00ffffff-no-rj
UC1uv2Oq6kNxgATlCiez59hw,Towa Ch. 常闇トワ,Tokoyami Towa,Hololive,4th Generation,1000000,661,https://yt3.ggpht.com/meRnxbRUm5yPSwq8Q5QpI5maFApm5QTGQV_LGblQFsoO0yAV4LI-nSZ70GYwMZ_tbfSa_O8MTCU=s800-c-k-c0x00ffffff-no-rj
UCa9Y57gfeY0Zro_noHRVrnw,Luna Ch. 姫森ルーナ,Himemori Luna,Hololive,4th Generation,787000,439,https://yt3.ggpht.com/O7m_5HMY_O8yxR3Jhn9cEO1fLNL_GifMERExnAmfY7JrdTRsTjNijTcNYTPN97Llj3zGn8Susw=s800-c-k-c0x00ffffff-no-rj
UCqm3BQLlJfvkTsX_hvm0UmA,Watame Ch. 角巻わため,Tsunomaki Watame,Hololive,4th Generation,1200000,858,https://yt3.ggpht.com/ytc/AKedOLTdb5fr9OZHhAvqVa2EI1yLjAGnpwDOs7l3lXhdlg=s800-c-k-c0x00ffffff-no-rj
UCZlDXzGoo7d44bwdNObFacg,Kanata Ch. 天音かなた,Amane Kanata,Hololive,4th Generation,1170000,824,https://yt3.ggpht.com/TlH8nz5O9UYo5JZ_5fo4JfXdT18N0Ck27wWrulni-c1g5bwes0tVmFiSKICzI1SW7itaTkk9GA=s800-c-k-c0x00ffffff-no-rj
UCAWSyEs_Io8MtpY3m-zqILA,Nene Ch.桃鈴ねね,Momosuzu Nene,Hololive,5th Generation,918000,466,https://yt3.ggpht.com/bMBMxmB1YVDVazU-8KbB6JZqUHn4YzmFiQRWwEUHCeqm5REPW7HHQChC5xE6e36aqqnXgK4a=s800-c-k-c0x00ffffff-no-rj
UCFKOVgVbGmX65RxO3EtH3iw,Lamy Ch. 雪花ラミィ,Yukihana Lamy,Hololive,5th Generation,967000,616,https://yt3.ggpht.com/ytc/AKedOLQVpWb-K93rLNGFHHyhgg45VE7FVBwJQz67JqJvvQ=s800-c-k-c0x00ffffff-no-rj
UCK9V2B22uJYu3N7eR_BT9QA,Polka Ch. 尾丸ポルカ,Omaru Polka,Hololive,5th Generation,955000,624,https://yt3.ggpht.com/ytc/AKedOLSNfuszQyKT1RGn7SaYyefnhGiUZsTsWpmjWD9_vw=s800-c-k-c0x00ffffff-no-rj
UCUKD-uaobj9jiqB-VXt71mA,Botan Ch.獅白ぼたん,Shishiro Botan,Hololive,5th Generation,1120000,559,https://yt3.ggpht.com/ytc/AKedOLQdkkvIUKvlsXj_XRJuQHxep4C61MQPhVjCuTE1=s800-c-k-c0x00ffffff-no-rj
UC6eWCld0KwmyHFbAqK3V-Rw,Koyori ch. 博衣こより - holoX -,Hakui Koyori,Hololive,6th Generation (HoloX),567000,227,https://yt3.ggpht.com/WO7ItKNmy6tW_NQ82g8c1y74CZSw6GsSdynsE5s2csuEok2fHRrAaGcBV3JJO-2BxEOXXA8lvw=s800-c-k-c0x00ffffff-no-rj
UCENwRMx5Yh42zWpzURebzTw,Laplus ch. ラプラス・ダークネス - holoX -,La+ Darknesss,Hololive,6th Generation (HoloX),749000,124,https://yt3.ggpht.com/roGS60A8a_lDbVakIg1JU3u3hbtjHSTilMGHMizuPKh7tuoY2nl46raxuW2f_83IKFGMjL6Z=s800-c-k-c0x00ffffff-no-rj
UCIBY1ollUsauvVi4hW4cumw,Chloe ch. 沙花叉クロヱ - holoX -,Sakamata Chloe,Hololive,6th Generation (HoloX),794000,105,https://yt3.ggpht.com/_xNtPLKQcQxMTnOr4tAcGz0GEeESsi0bQX9mJEP3fx_50a8GUfUyOG1eyLIld2cCz6GvKABwpQ=s800-c-k-c0x00ffffff-no-rj
UCs9_O1tRPMQTHQ-N_L6FU2g,Lui ch. 鷹嶺ルイ - holoX -,Takane Lui,Hololive,6th Generation (HoloX),483000,240,https://yt3.ggpht.com/R_IzGiw1xDQp0y9zVvGkF9e8Gj8wtr2_551Ez3X6gOMIj3e6jra1I1suuK_jH9FqigBj8ywg=s800-c-k-c0x00ffffff-no-rj
UC_vMYWcDjmfdpH6r4TTn1MQ,Iroha ch. 風真いろは - holoX -,Kazama Iroha,Hololive,6th Generation (HoloX),521000,139,https://yt3.ggpht.com/YK_UCAbw_pFBHSOw_LGWI-WCJDdvMP3y9mmODQ1IFEnNVvcf-M3-q22Db5TLWuAbfboMNFTMIg=s800-c-k-c0x00ffffff-no-rj
UCHsx4Hqa-1ORjQTh9TYDhww,Takanashi Kiara Ch. hololive-EN,Takanashi Kiara,Hololive,English (Myth),1350000,498,https://yt3.ggpht.com/w7TKJYU7zmamFmf-WxfahCo_K7Bg2__Pk-CCBNnbewMG-77OZLqJO9MLvDAmH9nEkZH8OkWgSQ=s800-c-k-c0x00ffffff-no-rj
UCL_qhgtOy0dy1Agp8vkySQg,Mori Calliope Ch. hololive-EN,Mori Calliope,Hololive,English (Myth),2010000,445,https://yt3.ggpht.com/ytc/AKedOLQi2hR9UdCcWoDLz4sJYqAu9BkaYBGWex_th5ic=s800-c-k-c0x00ffffff-no-rj-mo
UCMwGHR0BTZuLsmjY_NT5Pwg,Ninomae Ina'nis Ch. hololive-EN,Ninomae Ina’nis,Hololive,English (Myth),1380000,380,https://yt3.ggpht.com/f4uYWHJxiGwyXm8NUlm818N1MRnywtgL6wM8JdWqWsKBzI7v1eg8dxDWG7igkWuukUSiufydqPg=s800-c-k-c0x00ffffff-no-rj
UCoSrY_IQQVpmIRZ9Xf-y93g,Gawr Gura Ch. hololive-EN,Gawr Gura,Hololive,English (Myth),3900000,323,https://yt3.ggpht.com/uMUat6yJL2_Sk6Wg2-yn0fSIqUr_D6aKVNVoWbgeZ8N-edT5QJAusk4PI8nmPgT_DxFDTyl8=s800-c-k-c0x00ffffff-no-rj
UCyl1z3jo3XHR1riLFKG5UAg,Watson Amelia Ch. hololive-EN,Watson Amelia,Hololive,English (Myth),1640000,513,https://yt3.ggpht.com/IhrkWQ9jdq0-NqX6tuMIkzia560fo_jTg9qWYy223eGIDu3ZcJPRkl1hgY2ZuxLTvRyAdjRd0w=s800-c-k-c0x00ffffff-no-rj
UC3n5uGu18FoCy23ggWWp8tA,Nanashi Mumei Ch. hololive-EN,Nanashi Mumei,Hololive,English (Council),613000,126,https://yt3.ggpht.com/owZmjfnG_SGVmfkl3eS7Lv47pGvIr2SrS36imh6O8i0H3Wy41fYKD26U7wnyRB627fXoq0aQ0Q=s800-c-k-c0x00ffffff-no-rj
UCgmPnx-EEeOrZSg5Tiw7ZRQ,Hakos Baelz Ch. hololive-EN,Hakos Baelz,Hololive,English (Council),522000,175,https://yt3.ggpht.com/7gFSRIM3_DhczV8AYjeP4EaS0OL-u_xLvIh9JhG9zJhPYEfVwsoUOK61L6eBlLjnPHN-EDvytQ=s800-c-k-c0x00ffffff-no-rj
UCmbs8T6MWqUHP1tIQvSgKrg,Ouro Kronii Ch. hololive-EN,Ouro Kronii,Hololive,English (Council),695000,105,https://yt3.ggpht.com/6670YE31bbAtAi7m_UL-KWZBdL5wvmfHlLtcS4HxsBZBQNqmAk7Y-iiIOjawO_0HYXpS4HfC=s800-c-k-c0x00ffffff-no-rj
UCO_aKKYxn4tvrqPjcTzZ6EQ,Ceres Fauna Ch. hololive-EN,Ceres Fauna,Hololive,English (Council),505000,127,https://yt3.ggpht.com/cBtserkb211p6If2OewgWd8oriIKRkfwTcP4_Vdq2YETG5TK9Q02v4cYmnLU03KBAJ0gcDha7oQ=s800-c-k-c0x00ffffff-no-rj
UCsUj0dszADCGbF3gNrQEuSQ,Tsukumo Sana Ch. hololive-EN,Tsukumo Sana,Hololive,English (Council),311000,79,https://yt3.ggpht.com/zczPLp_sj4Qq3CyoGzfXifOdwE7aMHRpUdqbMD9UKvjddBG2NdMrCKElCMUOS6x85BMr2VGuAA=s800-c-k-c0x00ffffff-no-rj
UCAoy6rzhSf4ydcYjJw3WoVg,Airani Iofifteen Channel hololive-ID,Airani Iofifteen,Hololive,Indonesia 1st Gen,551000,377,https://yt3.ggpht.com/QhX_FZkasltk6_YoDX_PEGsTSku2vr6KwhxG54ghKE2MeKAf3kbuI8p8viy5TCvwpfisjI3Axw=s800-c-k-c0x00ffffff-no-rj
UCOyYb1c43VlX9rc_lT6NKQw,Ayunda Risu Ch. hololive-ID,Ayunda Risu,Hololive,Indonesia 1st Gen,641000,507,https://yt3.ggpht.com/ytc/AKedOLTjqfaFS9JlspGjiIah2kkxOtl4vRrxBCYKMEY5Kw=s800-c-k-c0x00ffffff-no-rj
UCP0BspO_AMEe3aQqqpo89Dg,Moona Hoshinova hololive-ID,Moona Hoshinova,Hololive,Indonesia 1st Gen,1040000,390,https://yt3.ggpht.com/ytc/AKedOLRaHP1Qoi3zFxbQYdbX4MNnV18TrqjFBwDxgTlNqg=s800-c-k-c0x00ffffff-no-rj
UC727SQYUvx5pDDGQpTICNWg,Anya Melfissa Ch. hololive-ID,Anya Melfissa,Hololive,Indonesia 2nd Gen,467000,305,https://yt3.ggpht.com/ytc/AKedOLR0AplPQyxSjGhqMxJy7vAvXn-9hyaiXBoBE5vy=s800-c-k-c0x00ffffff-no-rj
UChgTyjG-pdNvxxhdsXfHQ5Q,Pavolia Reine Ch. hololive-ID,Pavolia Reine,Hololive,Indonesia 2nd Gen,585000,483,https://yt3.ggpht.com/sG7Yb1kCxTEP9ft03E-1Tr2Rho8GhMZ0_Kq9rf5MojWY9pf8vSL24xPG8e8GaE4jOxQKYlSvaL0=s800-c-k-c0x00ffffff-no-rj
UCYz_5n-uDuChHtLo7My1HnQ,Kureiji Ollie Ch. hololive-ID,Kureiji Ollie,Hololive,Indonesia 2nd Gen,1020000,438,https://yt3.ggpht.com/jWxru6sHDDSuKF-gztFg_WSoMp2da_d019iH0xz0MDWc7TIhetK8id_mVKV0PxWKp-QS23AzfQ=s800-c-k-c0x00ffffff-no-rj
UCjLEmnpCNeisMxy134KPwWw,Kobo Kanaeru Ch. hololive-ID,Kobo Kanaeru,Hololive,Indonesia 3rd Gen,285000,11,https://yt3.ggpht.com/FDU40V14C_-YbLcd_f9zeqaFhZJ8kY1D2UL0H4L81QNBaxOQg09G7ZA1hqU8M61Vzy3gQl81PA=s800-c-k-c0x00ffffff-no-rj
UCTvHWSfBZgtxE4sILOaurIQ,Vestia Zeta Ch. hololive-ID,Vestia Zeta,Hololive,Indonesia 3rd Gen,294000,11,https://yt3.ggpht.com/-IdVo-vK7pr0VRjJDdza1-t1Edjce1Rd1R1hon_3SRIzuQ-XVBTWOJj-UfwYPp8y40KM197_y4o=s800-c-k-c0x00ffffff-no-rj
UCZLZ8Jjx_RN2CXloOmgTHVg,Kaela Kovalskia Ch. hololive-ID,Kaela Kovalskia,Hololive,Indonesia 3rd Gen,201000,14,https://yt3.ggpht.com/PxkGgLvMEUgmme35T0VPLR8d5brJw4YTzJC5PE48mkYRdy-mq8FsKv_Sy-bJmxqvlgtitqMWtg=s800-c-k-c0x00ffffff-no-rj
UC6t3-_N8A6ME1JShZHHqOMw,Miyabi Ch. 花咲みやび,Hanasaki Miyabi,Hololive,Holostars 1st Gen,118000,538,https://yt3.ggpht.com/O6KhIGX91d99vduasQsqIQNvt1tC9DjDlTlLQr_k0aq0EtvgF4hM1YNAOmEOz9Vtqs1yyAkfkw=s800-c-k-c0x00ffffff-no-rj
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,203000,481,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj
UCKeAhJvy8zgXWbh9duVjIaQ,Aruran Ch. アルランディス,Arurandeisu,Hololive,Holostars 1st Gen,157000,1226,https://yt3.ggpht.com/ytc/AKedOLQH3CqU4dL9EWjrYl6aKn26_DAAHbCXEBVyMTaWZA=s800-c-k-c0x00ffffff-no-rj
UCZgOv3YDEs-ZnZWDYVwJdmA,Izuru Ch. 奏手イヅル,Kanade Izuru,Hololive,Holostars 1st Gen,175000,155,https://yt3.ggpht.com/dlq5H2SBaaAq9ilOfgGm0QvcVGEieSICsdk0Hv6oADZFn5Q0ctV1nxNAiQAJiS8u_svx5YlasQE=s800-c-k-c0x00ffffff-no-rj
UCANDOlYTJT7N5jlRC3zfzVA,Roberu Ch. 夕刻ロベル,Yukoku Roberu,Hololive,Holostars 2nd Gen,243000,1060,https://yt3.ggpht.com/yVTO0I6VAXBjBLBPvgLGlBlp1hganldhl6AY3PW_ZWOJ0sYwfLo1yc2Sqr5SMjXQf7Dm4U-2=s800-c-k-c0x00ffffff-no-rj
UCGNI4MENvnsymYjKiZwv9eg,Temma Ch. 岸堂天真,Kishido Temma,Hololive,Holostars 2nd Gen,115000,707,https://yt3.ggpht.com/ytc/AKedOLRUGIQekUO7Yyzzx49nHpRozhPKLUmNDnEAL4Go=s800-c-k-c0x00ffffff-no-rj
UCNVEsYbiZjH5QLmGeSgTSzg,astel ch.アステル,Astel Leda,Hololive,Holostars 2nd Gen,188000,546,https://yt3.ggpht.com/sr2RTZaWAFF20tSTiXUXp-BYRqWz4dZhFKbCzFS2dneTN5uSE53sSDjePN5dIM_sEz2U9-2qtRs=s800-c-k-c0x00ffffff-no-rj
UChSvpZYRPh0FvG4SJGSga3g,Shien Ch.影山シエン,Kageyama Shien,Hololive,Holostars 3rd Gen,191000,402,https://yt3.ggpht.com/N20GfJbuG8BBl9CexUek023y2DXQAYqgYoRRqsVGAYoS-gZsGuH7W1Il0y-8TnIul19rBPG78Jo=s800-c-k-c0x00ffffff-no-rj
UCwL7dgTxKo8Y4RFIKWaf8gA,Oga Ch.荒咬オウガ,Aragami Oga,Hololive,Holostars 3rd Gen,157000,461,https://yt3.ggpht.com/ytc/AKedOLTn3QGX09ZS4rzV54zwhFWKbnJtrM5cPGsXfZPi=s800-c-k-c0x00ffffff-no-rj
UCc88OV45ICgHbn3ZqLLb52w,Fuma Ch. 夜十神封魔 - UPROAR!! -,Yatogami Fuma,Hololive,Holostars UPROAR,42200,8,https://yt3.ggpht.com/HGqJ7mPwkE1frsJ1Gf0jFWAigC1mLGYEpj2N1L8CdD6QFTxCC7aNyuf1frR8AwSa_MJh58TioQ=s800-c-k-c0x00ffffff-no-rj
UCdfMHxjcCc2HSd9qFvfJgjg,Rio Ch. 水無世燐央 - UPROAR!! -,Minase Rio,Hololive,Holostars UPROAR,39000,7,https://yt3.ggpht.com/-YwhjxNF7RYxbZvwbqp1NCH9Yop4Aav34Ipy1jpqY_13NH5CmCXKZSAGE58kBLe2I9m95BDP=s800-c-k-c0x00ffffff-no-rj
UCgRqGV1gBf2Esxh0Tz1vxzw,Uyu Ch. 羽継烏有 - UPROAR!! -,Utsugi Uyu,Hololive,Holostars UPROAR,38600,5,https://yt3.ggpht.com/2xFv87hvjo7Q15p2PLRh1zhAc0dajCLJOHRLuhnEZVkMoEVxp6HtMZIsvshs81kUI_P-Gko5-Q=s800-c-k-c0x00ffffff-no-rj
UCkT1u65YS49ca_LsFwcTakw,Gamma Ch. 緋崎ガンマ - UPROAR!! -,Hizaki Gamma,Hololive,Holostars UPROAR,37400,11,https://yt3.ggpht.com/JsoYuC0s3Qt763erntvZpmadxIhgmi6IGYxi1636heIf8SS6_DEBfU17epYL5WmGSdynEy1T=s800-c-k-c0x00ffffff-no-rj
UC0lik9pHju6ONgkBh7N5wHw,Vihaan【NIJISANJI IN】,Vihaan,Nijisanji,INACTIVE,9440,129,https://yt3.ggpht.com/ytc/AKedOLQB6nc66WHwH67ofc4DK8RiKohPPZMw0JdwnaEP=s800-c-k-c0x00ffffff-no-rj
